datetime,symb,company,finviz_date,sector,industry,market_cap,income,insider_own,shs_outstanding,shs_float,short_float,short_ratio,last,volume,change_pct
2019-12-19,IGT,International Game ,2020-02-27,Services,Gaming Activities,2.43B,32.40M,,210.95M,98.27M,7.67%,5.41,11.69,539330,22.38
2019-07-26,MMSI,Merit Medical Syst ,2020-02-27,Healthcare,Medical Instruments & Supplies,2.14B,22.00M,2.40%,56.76M,53.50M,10.56%,7.02,48.0,88710,12.47
2019-07-26,MHK,Mohawk Industries ,2020-02-27,Consumer Goods,Home Furnishings & Fixtures,8.96B,744.20M,0.70%,71.18M,57.39M,7.08%,6.25,136.0,68150,13.02
2019-06-04,BOX,Box Inc. Class A ,2020-02-27,Technology,Application Software,2.25B,-132.60M,0.20%,149.91M,144.90M,5.58%,4.86,15.59,2140000,13.05
2019-03-05,USAT,Usa Technologies I ,2020-02-27,Technology,Technical & System Software,510.01M,-,9.34%,60.00M,36.96M,23.99%,51.82,3.64,307460,11.0
2019-08-10,CTST,Canntrust Holdings ,2019-08-01,Healthcare,Drugs - Generic,-,-,-,-,115.29M,6.69%,1.73,2.75,802480,13.25
2019-06-12,PLAY,"Dave & Buster""s En ",2019-06-12,Services,Restaurants,1.46B,117.20M,0.90%,36.60M,34.49M,19.37%,6.72,42.6,1140000,17.33
2019-06-04,VISL,Vislink Technologi ,2019-07-10,Technology,Communication Equipment,7.95M,-14.60M,28.10%,1.94M,1.70M,3.11%,0.24,2.61,107920,12.12
2019-05-03,FND,Floor & Decor Hold ,2019-07-03,Services,Home Improvement Stores,3.95B,113.90M,0.30%,94.23M,85.85M,11.80%,9.13,42.82,180080,11.33
2019-05-03,SRCL,Stericycle Inc. ,2019-05-02,Industrial Goods,Waste Management,5.17B,-244.50M,0.20%,90.70M,89.30M,11.17%,9.23,49.0,70150,14.41
2019-04-03,ADXS,Advaxis Inc. ,2019-07-03,Healthcare,Biotechnology,15.28M,-29.20M,0.20%,8.04M,7.72M,4.22%,1.20,4.9,256450,16.95
2019-05-03,ANET,Arista Networks In ,2019-05-17,Technology,Diversified Computer Systems,16.80B,313.30M,0.10%,75.38M,53.34M,3.22%,1.95,263.99,377110,15.07
2019-03-15,ATOS,Atossa Genetics In ,2020-02-27,Healthcare,Biotechnology,11.88M,-16.70M,0.57%,9.28M,9.08M,2.62%,3.03,6.23,2840000,11.88
2019-03-15,AGTC,Applied Genetic Te ,2019-03-15,Healthcare,Biotechnology,52.75M,-14.80M,0.90%,17.82M,14.98M,0.61%,0.61,3.85,700000,11.15
2019-03-05,AFH,Atlas Financial Ho ,2020-01-11,Financial,Property & Casualty Insurance,6.97M,-,10.05%,11.94M,10.17M,0.29%,0.22,4.0,64690,41.17
2019-03-15,HEAR,Turtle Beach Corpo ,2019-01-19,Technology,Communication Equipment,242.01M,47.20M,14.10%,14.44M,11.01M,58.11%,6.41,14.26,608810,12.25
2019-08-10,ETM,Entercom Communica ,2020-02-27,Services,Broadcasting - Radio,544.32M,-318.40M,1.30%,143.62M,117.90M,10.33%,14.93,2.97,65970,16.1
2019-12-19,PSTG,Pure Storage Inc. ,2020-02-27,Technology,Data Storage Devices,4.27B,-222.10M,4.30%,268.97M,234.65M,7.87%,6.18,13.01,187990,23.7
2019-12-19,DXCM,Dexcom Inc. ,2020-02-27,Healthcare,Medical Laboratories & Research,26.47B,101.10M,0.80%,95.14M,91.20M,5.09%,5.12,163.68,91960,25.14
2019-12-19,GMED,Globus Medical Inc ,2020-02-27,Healthcare,Medical Appliances & Equipment,5.00B,146.40M,0.90%,101.39M,75.82M,2.34%,3.67,44.34,55670,25.27
2019-12-19,NERV,Minerva Neuroscien ,2020-02-27,Healthcare,Biotechnology,289.08M,-55.50M,0.80%,39.33M,37.51M,8.39%,7.97,5.0,577440,27.43
2019-12-19,RIG,Transocean Ltd (sw ,2020-02-27,Basic Materials,Oil & Gas Drilling & Exploration,2.17B,-1255.00M,0.30%,633.20M,571.79M,13.50%,4.54,4.23,1170000,29.97
2019-12-19,VAC,Marriott Vacations ,2020-02-27,Services,Resorts & Casinos,4.13B,131.00M,1.90%,42.88M,37.14M,4.71%,6.44,88.97,37840,30.45
2019-12-19,WAL,Western Alliance B ,2019-10-18,Financial,Regional - Pacific Banks,4.68B,473.90M,0.30%,101.11M,95.57M,1.34%,1.58,43.12,64250,24.46
2019-02-15,XPO,Xpo Logistics Inc. ,2019-06-05,Services,Air Delivery & Freight Services,5.12B,366.10M,0.10%,95.02M,89.50M,15.17%,5.18,50.75,737950,14.78
2018-11-15,VRAY,Viewray Inc. ,2020-02-27,Healthcare,Medical Appliances & Equipment,445.02M,-101.70M,19.00%,145.43M,105.66M,15.71%,4.87,5.55,33070,13.95
2019-02-05,GLUU,Glu Mobile Inc. ,2019-01-27,Technology,Multimedia & Graphics Software,1.33B,-86.30M,1.10%,142.94M,113.25M,6.85%,2.63,9.02,471360,11.57
2018-11-15,SORL,Sorl Auto Parts In ,2020-02-27,Consumer Goods,Auto Manufacturers - Major,83.23M,22.10M,5.90%,19.31M,7.95M,17.25%,9.95,3.1,43370,18.85
2018-12-14,YECO,Yulong Eco-materia ,2017-11-15,Industrial Goods,General Building Materials,56.78M,-,,16.41M,10.73M,0.20%,0.47,4.03,157360,20.67
2019-02-15,MRIN,Marin Software Inc ,2020-02-27,Technology,Application Software,9.52M,-14.20M,16.13%,6.94M,5.57M,0.45%,1.07,4.46,212320,32.42
2019-02-05,HLIT,Harmonic Inc. ,2019-07-10,Technology,Communication Equipment,661.49M,-18.60M,3.30%,88.79M,85.31M,9.26%,16.31,4.7,62600,12.96
2019-02-15,LOGM,Logmein Inc. ,2018-11-06,Technology,Application Software,4.50B,51.10M,1.80%,51.60M,50.20M,7.55%,4.18,80.0,430510,16.61
2019-02-15,TRUE,Truecar Inc. ,2019-11-08,Technology,Internet Service Providers,368.50M,-51.10M,2.50%,100.96M,96.40M,11.88%,8.95,8.38,240160,18.16
2019-02-05,OPK,Opko Health Inc. ,2019-02-09,Healthcare,Biotechnology,1.04B,-244.30M,5.50%,637.66M,362.11M,23.75%,21.76,3.05,1230000,13.35
2018-11-08,TIVO,Tivo Corporation ,2018-04-06,Services,CATV Systems,1.71B,40.40M,0.50%,122.51M,119.34M,5.87%,5.57,10.9,108700,10.95
2018-10-29,YECO,Yulong Eco-materia ,2017-11-15,Industrial Goods,General Building Materials,56.78M,-,,16.41M,10.73M,0.20%,0.47,6.26,161960,12.81
2018-10-30,TXRH,Texas Roadhouse In ,2019-01-12,Services,Restaurants,4.75B,153.40M,0.40%,70.95M,67.33M,5.63%,5.16,59.1,65120,11.54
2018-10-19,ABIL,Ability Inc. ,2018-07-17,Technology,Communication Equipment,12.82M,-9.10M,,2.54M,0.91M,27.33%,0.35,3.6,54690,10.35
2018-09-07,EGAN,egain Corporation ,2020-02-27,Technology,Business Software & Services,281.92M,4.80M,0.40%,30.61M,17.49M,0.66%,0.92,9.95,99660,21.81
2018-10-19,YECO,Yulong Eco-materia ,2017-11-15,Industrial Goods,General Building Materials,56.78M,-,,16.41M,10.73M,0.20%,0.47,5.18,67200,16.45
2018-09-22,ANAB,Anaptysbio Inc. ,2017-10-12,Healthcare,Biotechnology,1.41B,-18.40M,9.50%,19.92M,18.89M,1.13%,0.62,79.5,210030,14.33
2018-09-08,AYTU,Aytu Bioscience In ,2019-10-11,Healthcare,Biotechnology,20.07M,-27.10M,15.71%,19.30M,15.61M,2.62%,2.98,3.1,31840,17.33
2018-11-08,VYGR,Voyager Therapeuti ,2020-02-27,Healthcare,Biotechnology,409.21M,-53.60M,1.00%,37.10M,30.60M,13.42%,11.28,12.3,45780,12.08
2018-10-30,CYH,Community Health S ,2019-01-12,Healthcare,Hospitals,430.41M,-2439.00M,0.40%,114.47M,111.74M,24.09%,12.18,2.75,53890,13.52
2018-10-30,TREX,Trex Company Inc. ,2018-04-28,Industrial Goods,General Building Materials,3.29B,97.00M,0.70%,31.29M,29.21M,2.71%,3.81,50.0,119660,13.96
2018-11-08,ZAYO,Zayo Group Holding ,2018-03-23,Technology,Networking & Communication Devices,8.46B,129.00M,1.90%,250.68M,202.24M,6.75%,7.11,23.3,53050,23.3
2018-11-08,ROKU,Roku Inc. ,2019-03-31,Services,CATV Systems,7.74B,-8.90M,0.20%,109.57M,76.88M,15.67%,0.86,51.6,2240000,12.33
2018-11-08,WYNN,Wynn Resorts Limit ,2018-11-01,Services,Resorts & Casinos,12.79B,259.30M,0.50%,107.88M,98.21M,5.70%,1.75,100.3,767790,12.01
2018-08-22,DRE,Duke Realty Corpor ,2019-07-03,Financial,REIT - Industrial,11.72B,349.80M,0.20%,359.14M,358.73M,1.38%,2.66,25.39,113290,10.03
2018-08-13,SWCH,Switch Inc. Class A ,2018-09-01,Technology,Information Technology Services,2.85B,-49.70M,1.50%,246.90M,47.21M,21.83%,8.62,10.95,1400000,21.67
2018-08-13,VERI,Veritone Inc. ,2019-05-13,Technology,Application Software,140.88M,-64.40M,5.20%,19.22M,13.59M,22.76%,5.34,11.8,67010,25.32
2018-07-17,AVEO,Aveo Pharmaceutica ,2018-07-17,Healthcare,Biotechnology,338.69M,-65.20M,0.53%,118.84M,118.24M,12.17%,7.76,2.3,488330,19.3
2018-07-17,NFLX,Netflix Inc. ,2018-07-17,Services,CATV Systems,184.14B,749.90M,1.74%,459.79M,427.15M,3.99%,1.73,344.25,4900000,14.04
2018-06-18,VBIV,Vbi Vaccines Inc. ,2017-11-01,Healthcare,Biotechnology,131.34M,-33.40M,1.80%,38.18M,23.44M,3.99%,6.35,3.1,184270,11.93
2018-06-08,EWT,ishares Inc Msci T ,2018-12-25,Financial,Exchange Traded Fund,-,-,-,-,-,-,0.45,32.21,534160,15.38
2018-06-07,ESND,Essendant Inc. ,2017-06-15,Consumer Goods,Business Equipment,592.18M,-141.30M,1.00%,36.69M,36.69M,3.67%,4.76,12.6,38840,10.64
2018-06-07,PTI,Proteostasis Thera ,2018-06-07,Healthcare,Biotechnology,170.08M,-55.40M,1.20%,34.71M,30.80M,6.09%,0.90,4.21,1400000,14.08
2018-06-18,AMEH,Apollo Medical Hol ,2020-02-27,Healthcare,Hospitals,628.43M,4.30M,,35.01M,9.09M,7.90%,7.42,22.25,25120,13.96
2018-06-07,REVG,Rev Group Inc. ,2018-06-07,Consumer Goods,Recreational Vehicles,1.16B,43.70M,0.90%,64.54M,63.67M,5.68%,5.46,15.35,56300,14.29
2018-05-10,NUAN,Nuance Communicati ,2017-11-22,Technology,Application Software,4.23B,-67.10M,0.70%,288.60M,284.47M,2.07%,2.87,13.19,274470,13.68
2018-04-28,S,Sprint Corporation ,2018-04-28,Technology,Wireless Communications,26.02B,-53.00M,0.30%,4.00B,634.24M,18.32%,8.38,5.69,1630000,12.46
2018-03-15,SLDB,Solid Biosciences  ,2018-04-21,Healthcare,Drugs - Generic,420.83M,-39.30M,22.80%,33.72M,19.13M,6.67%,2.97,12.08,150550,54.09
2018-03-15,SLDB,Solid Biosciences  ,2018-04-21,Healthcare,Drugs - Generic,420.83M,-39.30M,22.80%,33.72M,19.13M,6.67%,2.97,12.08,150550,54.09
2018-03-14,ORLY,"O""reilly Automotiv ",2018-10-30,Services,Auto Parts Stores,26.50B,1.27B,0.40%,80.18M,79.03M,2.09%,2.71,200.0,81090,20.26
2018-03-14,SILC,Silicom Ltd ,2018-03-30,Technology,Networking & Communication Devices,256.35M,15.90M,,7.45M,5.61M,0.57%,0.22,34.0,986760,16.38
2018-03-14,SILC,Silicom Ltd ,2018-03-30,Technology,Networking & Communication Devices,256.35M,15.90M,,7.45M,5.61M,0.57%,0.22,34.0,986760,16.38
2018-03-01,BOX,Box Inc. Class A ,2018-05-31,Technology,Application Software,3.86B,-65.30M,0.30%,139.05M,115.12M,7.75%,2.14,20.9,876520,13.13
2018-02-19,CTL,Centurylink Inc. ,2017-11-08,Technology,Telecom Services - Domestic,18.47B,374.00M,0.70%,1.14B,545.14M,22.36%,9.98,15.98,128370,15.58
2018-02-12,AFMD,Affimed N.v. ,2017-01-26,Healthcare,Biotechnology,73.48M,-35.30M,,39.72M,28.62M,4.06%,4.81,2.2,38310,10.2
2018-05-25,ZOES,"Zoe""s Kitchen Inc.  ",2018-05-21,Services,Restaurants,250.90M,-0.20M,1.60%,19.30M,19.19M,25.12%,8.06,11.11,402380,23.22
2018-05-10,SNCR,Synchronoss Techno ,2018-05-24,Technology,Application Software,767.56M,-54.90M,6.40%,46.35M,35.99M,17.86%,6.09,8.3,221920,14.34
2018-02-12,HMNY,Helios and Matheso ,2017-12-05,Technology,Information Technology Services,137.38M,-18.80M,29.10%,11.42M,6.10M,52.15%,0.52,6.58,898590,17.65
2018-03-01,PTLA,Portola Pharmaceut ,2018-02-16,Healthcare,Biotechnology,3.52B,-248.20M,0.53%,64.15M,64.15M,5.73%,4.84,34.15,391680,19.31
2018-03-14,ORLY,"O""reilly Automotiv ",2018-10-30,Services,Auto Parts Stores,26.50B,1.27B,0.40%,80.18M,79.03M,2.09%,2.71,200.0,81090,20.26
2018-05-10,MDCA,Mdc Partners Inc. ,2016-11-07,Services,Marketing Services,180.78M,-55.60M,1.10%,53.17M,52.34M,13.85%,12.56,5.71,71210,16.72
2018-02-07,XIV,Velocityshares Dai ,2018-02-07,Financial,Exchange Traded Fund,-,-,-,-,-,-,0.77,5.98,1140000,18.64
2018-02-07,BBOX,Black Box Corporat ,2017-08-15,Technology,Networking & Communication Devices,122.32M,-7.10M,3.50%,27.80M,14.69M,4.54%,3.12,2.55,44480,20.31
2018-01-25,CFMS,Conformis Inc. ,2016-11-10,Healthcare,Medical Instruments & Supplies,394.03M,-61.20M,2.60%,43.30M,31.72M,12.58%,11.27,2.02,79080,11.01
2017-12-31,KOSS,Koss Corporation ,2018-01-02,Consumer Goods,Electronic Equipment,7.44M,-1.00M,16.80%,3.43M,1.45M,0.41%,0.02,2.7,157370,12.62
2017-12-31,BECN,Beacon Roofing Sup ,2019-11-15,Industrial Goods,General Building Materials,2.37B,-13.70M,0.10%,68.71M,54.33M,8.08%,8.47,52.42,39650,17.79
2017-12-15,VSTM,Verastem Inc. ,2018-01-09,Healthcare,Biotechnology,129.77M,-61.20M,0.30%,44.14M,38.80M,3.26%,1.45,3.16,182360,13.42
2018-01-09,BGFV,Big 5 Sporting Goo ,2016-07-06,Services,Sporting Goods Stores,200.54M,11.90M,1.80%,21.75M,20.31M,4.34%,3.72,6.4,231020,18.47
2017-12-06,VKTX,Viking Therapeutic ,2018-05-31,Healthcare,Biotechnology,232.55M,-18.90M,3.10%,46.79M,38.90M,6.79%,2.84,2.4,60340,12.41
2017-11-17,DBEU,Xtrackers Msci Eur ,2017-10-10,Financial,Exchange Traded Fund,-,-,-,-,-,-,0.10,23.43,160020,17.59
2018-02-06,LEG,Leggett & Platt In ,2018-02-07,Consumer Goods,Home Furnishings & Fixtures,5.13B,339.60M,0.90%,133.80M,129.15M,8.75%,7.61,38.0,35090,12.54
2018-01-25,OCUL,Ocular Therapeutix ,2017-09-10,Healthcare,Biotechnology,163.96M,-57.10M,,28.22M,25.96M,26.43%,5.24,5.45,137110,11.95
2018-01-09,TIF,Tiffany & Co. ,2018-01-09,Services,Jewelry Stores,13.26B,465.90M,0.40%,124.49M,123.27M,3.95%,3.43,93.5,926320,12.49
2018-01-09,TIF,Tiffany & Co. ,2018-01-09,Services,Jewelry Stores,13.26B,465.90M,0.40%,124.49M,123.27M,3.95%,3.43,93.5,926320,12.49
2017-11-08,EXTR,Extreme Networks I ,2017-10-31,Technology,Networking & Communication Devices,1.18B,-8.50M,1.30%,108.83M,108.62M,2.53%,1.69,10.5,45290,11.09
2017-11-08,ANTM,Anthem Inc. ,2018-01-17,Healthcare,Health Care Plans,62.98B,2.98B,0.10%,260.50M,256.36M,2.35%,3.60,192.92,44790,11.29
2017-11-08,DVN,Devon Energy Corpo ,2017-11-01,Basic Materials,Independent Oil & Gas,18.87B,2.29B,0.20%,511.31M,500.14M,2.09%,2.49,36.35,700960,11.9
2017-11-08,HUN,Huntsman Corporati ,2017-07-04,Basic Materials,Chemicals - Major Diversified,6.21B,350.00M,2.70%,236.50M,203.31M,5.50%,2.23,27.85,466600,12.06
2017-11-08,SNAP,Snap Inc. Class A ,2017-11-08,Technology,Internet Software & Services,17.25B,-2946.10M,2.70%,1.14B,611.62M,19.81%,4.36,12.55,13060000,17.0
2017-11-08,RDHL,Redhill Biopharma ,2017-11-08,Healthcare,Biotechnology,-,-,8.52%,-,15.78M,1.24%,2.11,6.1,92140,18.67
2017-11-08,LC,Lendingclub Corpor ,2017-08-06,Financial,Credit Services,2.09B,-180.00M,1.20%,401.53M,382.91M,11.14%,8.64,4.41,1280000,19.23
2017-12-06,COP,Conocophillips ,2017-12-05,Basic Materials,Independent Oil & Gas,62.11B,-2469.00M,0.09%,1.21B,1.19B,2.17%,4.24,44.47,368200,13.2
2017-12-15,HRL,Hormel Foods Corpo ,2017-11-15,Consumer Goods,Meat Products,17.20B,872.50M,0.10%,521.62M,267.89M,11.84%,12.29,30.27,237450,17.34
2017-12-31,CAVM,Cavium Inc. ,2016-06-16,Technology,Semiconductor - Broad Line,2.82B,-7.00M,3.40%,58.71M,55.61M,13.26%,7.93,68.34,189330,18.48
2018-01-17,HALO,Halozyme Therapeut ,2018-02-07,Healthcare,Biotechnology,2.66B,-88.30M,0.40%,145.55M,122.94M,9.46%,8.76,16.4,124240,16.92
2018-01-17,WIFI,Boingo Wireless In ,2018-02-07,Technology,Diversified Communication Services,927.25M,-22.70M,1.70%,40.83M,39.64M,4.10%,3.98,19.3,28020,10.19
2018-01-17,HTGM,Htg Molecular Diag ,2018-03-23,Healthcare,Medical Laboratories & Research,124.71M,-22.70M,1.90%,27.90M,25.07M,7.92%,0.96,2.85,278910,18.57
2018-01-09,BGFV,Big 5 Sporting Goo ,2016-07-06,Services,Sporting Goods Stores,200.54M,11.90M,1.80%,21.75M,20.31M,4.34%,3.72,6.4,231020,18.47
2018-01-17,ATEN,A10 Networks Inc. ,2018-03-16,Technology,Communication Equipment,459.19M,-16.60M,14.90%,70.32M,60.23M,2.43%,2.74,5.85,92700,19.97
2017-12-31,AEO,American Eagle Out ,2018-01-13,Services,Apparel Stores,3.96B,192.10M,0.90%,175.03M,165.57M,8.95%,3.24,12.99,59910,30.9
2018-02-06,DYN,Dynegy Inc. ,2016-10-07,Utilities,Electric Utilities,1.53B,-991.00M,0.30%,120.00M,116.71M,13.26%,5.66,9.62,695330,18.89
2018-02-06,PBCT,"People""s United Fi ",2017-10-19,Financial,Savings & Loans,6.35B,280.90M,0.50%,345.89M,342.17M,6.99%,10.69,16.04,109890,15.62
2018-02-06,FNF,Fnf Group of Fidel ,2018-07-17,Financial,Surety & Title Insurance,10.56B,569.00M,0.60%,283.62M,263.42M,2.90%,7.00,29.47,94570,20.95
2018-02-06,GNRC,Generac Holdlings ,2016-10-16,Industrial Goods,Diversified Machinery,2.49B,74.30M,0.30%,69.43M,64.40M,10.36%,11.28,40.0,52410,17.17
2018-02-06,PGR,Progressive Corpor ,2017-10-12,Financial,Property & Casualty Insurance,28.40B,1.37B,0.60%,582.47M,577.84M,1.54%,2.57,40.22,131480,22.58
2018-02-06,XIV,Velocityshares Dai ,2018-02-07,Financial,Exchange Traded Fund,-,-,-,-,-,-,0.77,15.75,27800000,84.09
2017-11-07,MHLD,Maiden Holdings Lt ,2019-01-12,Financial,Property & Casualty Insurance,114.66M,-395.30M,0.90%,87.53M,61.65M,2.86%,2.24,7.76,47330,11.37
2017-11-07,VERI,Veritone Inc. ,2017-08-24,Technology,Application Software,227.45M,-50.00M,,15.60M,11.32M,3.81%,4.01,32.0,40400,12.74
2017-10-21,DBVT,Dbv Technologies S ,2018-03-16,Healthcare,Diagnostic Substances,542.51M,-,-,24.70M,-,-,4.04,22.65,500540,52.88
2017-10-07,XLI,Spdr Select Sector ,2017-06-19,Financial,Exchange Traded Fund,-,-,-,-,-,-,3.42,63.82,35920,11.29
2017-10-07,XLF,Spdr Select Sector ,2017-08-11,Financial,Exchange Traded Fund,-,-,-,-,-,-,-,22.21,147760,15.71
2017-11-07,CAR,Avis Budget Group ,2017-11-05,Services,Rental & Leasing Services,3.06B,74.00M,2.10%,87.14M,80.85M,40.93%,8.82,36.8,389270,11.15
2017-10-07,XLK,Spdr Select Sector ,2017-08-22,Financial,Exchange Traded Fund,-,-,-,-,-,-,2.37,46.86,107060,21.84
2017-10-07,XLB,Materials Select S ,2016-08-01,Financial,Exchange Traded Fund,-,-,-,-,-,-,2.80,48.15,178960,16.85
2017-09-16,HMNY,Helios and Matheso ,2017-09-19,Technology,Information Technology Services,228.14M,-18.80M,,8.18M,3.30M,22.74%,0.30,3.02,214770,17.71
2017-09-15,HMNY,Helios and Matheso  ,2017-09-19,Technology,Information Technology Services,228.14M,-18.80M,,8.18M,3.30M,22.74%,0.30,2.98,211610,18.8
2017-11-07,EXAS,Exact Sciences Cor ,2017-07-03,Healthcare,Medical Laboratories & Research,4.21B,-154.70M,1.50%,119.13M,115.70M,19.04%,6.48,47.42,33320,18.63
2017-11-07,PCMI,Pcm Inc. ,2016-10-28,Services,"Specialty Retail, Other",256.80M,-7.00M,2.10%,11.71M,6.54M,1.73%,0.51,11.45,32660,19.08
2017-11-07,RRGB,Red Robin Gourmet ,2017-05-21,Services,Restaurants,954.92M,11.70M,0.60%,13.09M,12.71M,32.90%,9.79,54.25,482740,19.09
2017-11-07,TRUE,Truecar Inc. ,2015-11-08,Technology,Internet Service Providers,694.46M,-49.80M,18.60%,82.38M,45.79M,33.50%,13.00,11.88,1540000,27.29
2017-11-07,QTNA,Quantenna Communic ,2017-08-05,Technology,Communication Equipment,656.83M,-1.10M,0.80%,33.77M,29.56M,6.32%,4.62,10.6,99800,28.72
2017-11-07,TLGT,Teligent Inc. ,2017-11-08,Healthcare,Biotechnology,165.05M,-8.20M,0.68%,55.76M,53.03M,16.67%,17.43,3.5,82930,33.33
2017-08-15,PLAB,Photronics Inc. ,2017-08-17,Technology,Semiconductor Equipment & Materials,549.27M,17.10M,0.50%,69.09M,67.70M,5.62%,7.10,8.5,69660,13.76
2017-07-27,CYH,Community Health S  ,2017-08-15,Healthcare,Hospitals,687.22M,-617.00M,3.30%,93.50M,-,-,5.97,7.44,49840,12.06
2017-07-27,CUR,Neuralstem Inc.  ,2017-07-30,Healthcare,Biotechnology,21.00M,-22.00M,1.70%,12.65M,9.40M,11.32%,5.25,2.05,64920,17.0
2017-07-16,PPHM,Peregrine Pharmace  ,2017-08-07,Healthcare,Biotechnology,181.58M,-32.80M,0.20%,46.56M,37.30M,1.03%,1.53,4.72,117910,15.41
2017-07-16,PPHM,Peregrine Pharmace  ,2017-08-07,Healthcare,Biotechnology,181.58M,-32.80M,0.20%,46.56M,37.30M,1.03%,1.53,4.72,117910,15.41
2017-07-14,CYBR,Cyberark Software  ,2017-07-17,Technology,Business Software & Services,1.77B,31.30M,-,41.51M,32.60M,8.25%,3.92,42.1,826430,17.45
2017-07-14,ATEN,A10 Networks Inc.  ,2017-08-07,Technology,Communication Equipment,465.32M,-18.60M,17.30%,68.43M,58.37M,1.17%,1.12,6.75,129410,18.08
2017-06-07,DLTH,Duluth Holdings In  ,2016-04-09,Services,Apparel Stores,687.97M,23.80M,,31.66M,9.45M,7.50%,4.76,18.37,34890,10.7
2017-05-24,ANW,Aegean Marine Petr  ,2017-05-28,Basic Materials,Major Integrated Oil & Gas,199.00M,43.80M,,39.02M,32.55M,19.35%,9.84,8.55,73480,18.57
2017-05-05,PBYI,Puma Biotechnology  ,2017-05-19,Healthcare,Biotechnology,1.36B,-277.90M,11.60%,35.25M,31.82M,24.97%,7.16,32.25,114380,11.76
2017-05-03,PBPB,Potbelly Corporati  ,2016-09-23,Services,Specialty Eateries,333.05M,7.10M,0.70%,25.25M,24.29M,6.51%,9.87,12.25,35330,11.55
2017-05-02,AMD,Advanced Micro Dev  ,2017-05-08,Technology,Semiconductor - Broad Line,9.87B,-461.00M,0.60%,968.43M,935.34M,12.77%,1.67,12.13,14550000,10.94
2017-05-02,AMD,Advanced Micro Dev  ,2017-05-08,Technology,Semiconductor - Broad Line,9.87B,-461.00M,0.60%,968.43M,935.34M,12.77%,1.67,12.13,14550000,10.94
2017-04-30,GNW,Genworth Financial  ,2016-11-08,Financial,Life Insurance,2.07B,-217.00M,0.16%,508.03M,497.29M,4.91%,2.31,3.6,1180000,10.89
2017-04-28,STNG,Scorpio Tankers In  ,2015-12-25,Services,Shipping,1.43B,184.00M,2.13%,178.03M,162.74M,4.37%,3.18,4.1,149820,10.27
2017-04-25,VB,Vanguard Small-cap  ,2019-01-11,Financial,Exchange Traded Fund,-,-,-,-,-,-,0.41,116.92,50890,13.03
2017-04-25,VB,Vanguard Small-cap  ,2019-01-11,Financial,Exchange Traded Fund,-,-,-,-,-,-,0.41,116.92,50890,13.03
